original_path,stego_path,method,secret_message
Images/new_img5512.jpg,stego_final/lsb_97.jpg,lsb,[LOTR] It’s the deep breath before the plunge.
Images/new_img481.jpg,stego_final/lsb_98.jpg,lsb,"[SR] I find I'm so excited, I can barely sit still."
Images/newimg31.jpg,stego_final/lsb_99.jpg,lsb,"[AV] I could do this all day. Yeah, I know."
Images/new_img501.jpg,stego_final/lsb_100.jpg,lsb,"[LOTR] I’d cut off your head, Dwarf, if it stood but a little higher."
Images/new_img5598.jpg,stego_final/lsb_101.jpg,lsb,[HP] Mischief managed!
Images/new_img3278.jpg,stego_final/lsb_102.jpg,lsb,[LOTR] Even darkness must pass.
Images/new_img3073.jpg,stego_final/lsb_103.jpg,lsb,[SR] I guess it comes down to a simple choice.
Images/new_img268.jpg,stego_final/lsb_104.jpg,lsb,[LOTR] And my axe.
Images/newimg262.jpg,stego_final/lsb_105.jpg,lsb,[SR] Geology is the study of pressure and time.
Images/new_img1476.jpg,stego_final/lsb_106.jpg,lsb,[SW] I sense a trap.
Images/new_img375.jpg,stego_final/lsb_107.jpg,lsb,"[HP] Don’t pity the dead, Harry. Pity the living."
Images/newimg811.jpg,stego_final/lsb_108.jpg,lsb,[LOTR] The shadow does not hold sway yet.
Images/new_img5467.jpg,stego_final/lsb_109.jpg,lsb,"[HP] It matters not what someone is born, but what they grow to be."
Images/newimg1071.jpg,stego_final/lsb_110.jpg,lsb,"[AV] You get hurt, hurt ’em back."
Images/new_img4541.jpg,stego_final/lsb_111.jpg,lsb,[LOTR] A hunted man sometimes wearies of distrust and longs for friendship.
Images/new_img3389.jpg,stego_final/lsb_112.jpg,lsb,[HP] Happiness can be found even in the darkest of times.
Images/new_img6514.jpg,stego_final/lsb_113.jpg,lsb,[SR] The world went and got itself in a big hurry.
Images/new_img5093.jpg,stego_final/lsb_114.jpg,lsb,[SW] I am your father.
Images/new_img2691.jpg,stego_final/lsb_115.jpg,lsb,[AV] Nothing lasts forever.
Images/new_img4138.jpg,stego_final/lsb_116.jpg,lsb,[LOTR] This task was appointed to you.
Images/new_img262.jpg,stego_final/lsb_117.jpg,lsb,[HP] I can teach you how to bottle fame.
Images/new_img3124.jpg,stego_final/lsb_118.jpg,lsb,[AV] Whatever it takes.
Images/new_img5127.jpg,stego_final/lsb_119.jpg,lsb,[SW] Only a Sith deals in absolutes.
Images/new_img157.jpg,stego_final/lsb_120.jpg,lsb,[SW] This is the way.
Images/new_img583.jpg,stego_final/lsb_121.jpg,lsb,"[SW] I’m just a simple man, trying to make my way."
Images/newimg280.jpg,stego_final/lsb_122.jpg,lsb,[HP] I’m going to bed before either of you come up with another idea.
Images/newimg1090.jpg,stego_final/lsb_123.jpg,lsb,[AV] You could not live with your own failure.
Images/new_img6139.jpg,stego_final/lsb_124.jpg,lsb,[SW] This party’s over.
Images/new_img4962.jpg,stego_final/lsb_125.jpg,lsb,[HP] Mischief managed!
Images/new_img1875.jpg,stego_final/lsb_126.jpg,lsb,[HP] Hearing voices no one else can hear isn’t a good sign.
Images/newimg69.jpg,stego_final/lsb_127.jpg,lsb,[SR] I'd like to think the last thing that went through his head.
Images/new_img183.jpg,stego_final/lsb_128.jpg,lsb,[SW] The ability to speak does not make you intelligent.
Images/new_img6895.jpg,stego_final/lsb_129.jpg,lsb,[LOTR] And Rohan will answer.
Images/new_img1131.jpg,stego_final/lsb_130.jpg,lsb,"[AV] Avengers, assemble!"
Images/new_img1195.jpg,stego_final/lsb_131.jpg,lsb,[AV] I’m with you till the end of the line.
Images/newimg873.jpg,stego_final/lsb_132.jpg,lsb,"[LOTR] We swears, to serve the master of the Precious."
Images/new_img2099.jpg,stego_final/lsb_133.jpg,lsb,[LOTR] There is no curse in Elvish for this treachery.
Images/new_img2538.jpg,stego_final/lsb_134.jpg,lsb,[LOTR] The world is changed. I feel it in the water.
Images/new_img6463.jpg,stego_final/lsb_135.jpg,lsb,[SR] How could you be so obtuse?
Images/new_img2206.jpg,stego_final/lsb_136.jpg,lsb,"[AV] Dread it, run from it, destiny arrives all the same."
Images/new_img35.jpg,stego_final/lsb_137.jpg,lsb,[SW] Only a Sith deals in absolutes.
Images/img89.jpg,stego_final/lsb_138.jpg,lsb,[SW] I see through the lies of the Jedi.
Images/img2.jpg,stego_final/lsb_139.jpg,lsb,"[LOTR] Let him go, you filth!"
Images/new_img2363.jpg,stego_final/lsb_140.jpg,lsb,[SW] He’s no good to me dead.
Images/new_img564.jpg,stego_final/lsb_141.jpg,lsb,[AV] I choose to run toward my problems.
Images/new_img6549.jpg,stego_final/lsb_142.jpg,lsb,[AV] No resurrections this time.
Images/new_img3603.jpg,stego_final/lsb_143.jpg,lsb,"[LOTR] I can't carry it for you, but I can carry you!"
Images/new_img1865.jpg,stego_final/lsb_144.jpg,lsb,"[SR] I didn’t pull the trigger, but I drove her away."
Images/new_img1889.jpg,stego_final/lsb_145.jpg,lsb,[SR] They can’t touch the music.
Images/new_img6071.jpg,stego_final/lsb_146.jpg,lsb,[SW] Let the past die. Kill it if you have to.
Images/new_img4429.jpg,stego_final/lsb_147.jpg,lsb,[SW] There's always a bigger fish.
Images/new_img1424.jpg,stego_final/lsb_148.jpg,lsb,"[SR] Let me tell you something, my friend: hope is dangerous."
Images/new_img5793.jpg,stego_final/lsb_149.jpg,lsb,[SW] There's always a bigger fish.
Images/new_img2061.jpg,stego_final/lsb_150.jpg,lsb,[AV] I see a suit of armor around the world.
Images/new_img2886.jpg,stego_final/lsb_151.jpg,lsb,[SW] Your eyes can deceive you; don’t trust them.
Images/new_img3148.jpg,stego_final/lsb_152.jpg,lsb,[LOTR] The fires of Isengard will spread.
Images/newimg628.jpg,stego_final/lsb_153.jpg,lsb,[AV] Is this your king?
Images/new_img2236.jpg,stego_final/lsb_154.jpg,lsb,[AV] We have a Hulk.
Images/new_img6246.jpg,stego_final/lsb_155.jpg,lsb,[SW] There is another Skywalker.
Images/new_img944.jpg,stego_final/lsb_156.jpg,lsb,"[AV] Dread it, run from it, destiny arrives all the same."
Images/new_img1853.jpg,stego_final/lsb_157.jpg,lsb,[HP] I want to commit the murder I was imprisoned for.
Images/new_img3212.jpg,stego_final/lsb_158.jpg,lsb,"[LOTR] I’d cut off your head, Dwarf, if it stood but a little higher."
Images/img284.jpg,stego_final/lsb_159.jpg,lsb,"[LOTR] I’d cut off your head, Dwarf, if it stood but a little higher."
Images/new_img4410.jpg,stego_final/lsb_160.jpg,lsb,[LOTR] Your time will come. You will face the same Evil.
Images/new_img2297.jpg,stego_final/lsb_161.jpg,lsb,[HP] It takes a great deal of bravery to stand up to our enemies.
Images/new_img297.jpg,stego_final/lsb_162.jpg,lsb,"[HP] Ah, music. A magic beyond all we do here!"
Images/new_img93.jpg,stego_final/lsb_163.jpg,lsb,"[AV] In my culture, death is not the end."
Images/new_img1777.jpg,stego_final/lsb_164.jpg,lsb,"[AV] You get hurt, hurt ’em back."
Images/new_img4327.jpg,stego_final/lsb_165.jpg,lsb,"[HP] I am what I am, and I’m not ashamed."
Images/img107.jpg,stego_final/lsb_166.jpg,lsb,[HP] Just because you have the emotional range of a teaspoon.
Images/new_img1953.jpg,stego_final/lsb_167.jpg,lsb,[LOTR] I am no man!
Images/newimg390.jpg,stego_final/lsb_168.jpg,lsb,"[HP] It’s LeviOsa, not LevioSA!"
Images/newimg831.jpg,stego_final/lsb_169.jpg,lsb,"[HP] Have a biscuit, Potter."
Images/new_img6885.jpg,stego_final/lsb_170.jpg,lsb,[HP] After all this time? Always.
Images/new_img1957.jpg,stego_final/lsb_171.jpg,lsb,[SW] I've got a bad feeling about this.
Images/new_img2794.jpg,stego_final/lsb_172.jpg,lsb,"[AV] Genius, billionaire, playboy, philanthropist."
Images/new_img4051.jpg,stego_final/lsb_173.jpg,lsb,[SR] This is a tall drink of water named Andy Dufresne.
Images/new_img2833.jpg,stego_final/lsb_174.jpg,lsb,"[SR] Hope is a good thing, maybe the best of things."
Images/new_img6344.jpg,stego_final/lsb_175.jpg,lsb,"[SW] I am a Jedi, like my father before me."
Images/newimg1155.jpg,stego_final/lsb_176.jpg,lsb,[SW] Only a Sith deals in absolutes.
Images/new_img1374.jpg,stego_final/lsb_177.jpg,lsb,[SR] The world went and got itself in a big hurry.
Images/new_img176.jpg,stego_final/lsb_178.jpg,lsb,"[LOTR] There’s some good in this world, Mr. Frodo."
Images/newimg986.jpg,stego_final/lsb_179.jpg,lsb,[LOTR] I will not say do not weep.
Images/new_img1737.jpg,stego_final/lsb_180.jpg,lsb,"[AV] Genius, billionaire, playboy, philanthropist."
Images/new_img1568.jpg,stego_final/lsb_181.jpg,lsb,"[HP] I’ll be in my bedroom, making no noise."
Images/img71.jpg,stego_final/lsb_182.jpg,lsb,[SR] I guess I just miss my friend.
Images/newimg653.jpg,stego_final/lsb_183.jpg,lsb,[HP] Let us not deprive Molly any longer of the chance to deplore.
Images/newimg1229.jpg,stego_final/lsb_184.jpg,lsb,"[SR] Bad luck, I guess. It floats around."
Images/new_img1114.jpg,stego_final/lsb_185.jpg,lsb,[LOTR] This task was appointed to you.
Images/new_img6699.jpg,stego_final/lsb_186.jpg,lsb,[LOTR] And my bow.
Images/new_img852.jpg,stego_final/lsb_187.jpg,lsb,"[HP] Ah, music. A magic beyond all we do here!"
Images/new_img5389.jpg,stego_final/lsb_188.jpg,lsb,"[SR] In prison, a man will do almost anything to keep his mind occupied."
Images/new_img2866.jpg,stego_final/lsb_189.jpg,lsb,[AV] Victory should be effortless.
Images/new_img5568.jpg,stego_final/lsb_190.jpg,lsb,[HP] It does not do to dwell on dreams.
Images/new_img4932.jpg,stego_final/lsb_191.jpg,lsb,[SR] Some birds aren’t meant to be caged.
Images/new_img3921.jpg,stego_final/lsb_192.jpg,lsb,[SR] They can’t touch the music.
Images/new_img5295.jpg,stego_final/lsb_193.jpg,lsb,[AV] I’m with you till the end of the line.
Images/newimg1210.jpg,stego_final/lsb_194.jpg,lsb,[LOTR] It’s the deep breath before the plunge.
Images/new_img6857.jpg,stego_final/lsb_195.jpg,lsb,[SR] That’s where I want to live the rest of my life.
Images/img28.jpg,stego_final/lsb_196.jpg,lsb,[SW] Never tell me the odds.
Images/new_img3422.jpg,stego_final/lsb_197.jpg,lsb,"[SW] Fear leads to anger, anger leads to hate."
Images/img460.jpg,stego_final/lsb_198.jpg,lsb,[HP] I solemnly swear that I am up to no good.
Images/new_img848.jpg,stego_final/lsb_199.jpg,lsb,[SW] Never tell me the odds.
Images/new_img6003.jpg,stego_final/lsb_200.jpg,lsb,[SR] Maybe it’s because I’m Irish.
Images/new_img2403.jpg,stego_final/lsb_201.jpg,lsb,[AV] This is my burden to bear.
Images/newimg1114.jpg,stego_final/lsb_202.jpg,lsb,"[HP] I’ll be in my bedroom, making no noise."
Images/newimg333.jpg,stego_final/lsb_203.jpg,lsb,[LOTR] Men of Gondor! Of Rohan! My brothers!
Images/new_img5697.jpg,stego_final/lsb_204.jpg,lsb,[LOTR] There's some good in this world.
Images/new_img3005.jpg,stego_final/lsb_205.jpg,lsb,[LOTR] Kings made tombs more splendid than houses of the living.
Images/newimg339.jpg,stego_final/lsb_206.jpg,lsb,[SW] The ability to speak does not make you intelligent.
Images/newimg166.jpg,stego_final/lsb_207.jpg,lsb,[HP] This is beyond anything I imagined.
Images/new_img6166.jpg,stego_final/lsb_208.jpg,lsb,"[AV] Dread it, run from it, destiny arrives all the same."
Images/newimg1031.jpg,stego_final/lsb_209.jpg,lsb,[AV] Nothing lasts forever.
Images/new_img5675.jpg,stego_final/lsb_210.jpg,lsb,[SW] Hello there.
Images/new_img6968.jpg,stego_final/lsb_211.jpg,lsb,"[LOTR] It's a dangerous business, Frodo, going out your door."
Images/new_img4186.jpg,stego_final/lsb_212.jpg,lsb,"[SR] In prison, a man will do almost anything to keep his mind occupied."
Images/new_img3419.jpg,stego_final/lsb_213.jpg,lsb,[LOTR] There's some good in this world.
Images/new_img2814.jpg,stego_final/lsb_214.jpg,lsb,[SW] Your eyes can deceive you; don’t trust them.
Images/new_img2514.jpg,stego_final/lsb_215.jpg,lsb,[SR] They can’t touch the music.
Images/newimg148.jpg,stego_final/lsb_216.jpg,lsb,[AV] I don’t want to go.
Images/new_img4442.jpg,stego_final/lsb_217.jpg,lsb,"[LOTR] It’s not natural, none of it."
Images/new_img2927.jpg,stego_final/lsb_218.jpg,lsb,"[LOTR] The Grey Pilgrim, that’s what they used to call me."
Images/new_img4640.jpg,stego_final/lsb_219.jpg,lsb,[SR] The world went and got itself in a big hurry.
Images/new_img51.jpg,stego_final/lsb_220.jpg,lsb,[LOTR] There is no curse in Elvish for this treachery.
Images/new_img5082.jpg,stego_final/lsb_221.jpg,lsb,[HP] Time is making fools of us again.
Images/newimg342.jpg,stego_final/lsb_222.jpg,lsb,"[SR] I don’t waste time on losers, Tommy."
Images/img164.jpg,stego_final/lsb_223.jpg,lsb,"[SR] Brooks was here, so was Red."
Images/new_img3525.jpg,stego_final/lsb_224.jpg,lsb,[SW] You were the chosen one!
Images/new_img5672.jpg,stego_final/lsb_225.jpg,lsb,[SR] How about we get her some rocks?
Images/new_img5677.jpg,stego_final/lsb_226.jpg,lsb,[HP] Happiness can be found even in the darkest of times.
Images/img518.jpg,stego_final/lsb_227.jpg,lsb,[SR] The roof of the license-plate factory.
Images/newimg1135.jpg,stego_final/lsb_228.jpg,lsb,[LOTR] Men of Gondor! Of Rohan! My brothers!
Images/new_img5168.jpg,stego_final/lsb_229.jpg,lsb,[SW] Let the Wookiee win.
Images/newimg204.jpg,stego_final/lsb_230.jpg,lsb,[LOTR] One does not simply walk into Mordor.
Images/new_img3456.jpg,stego_final/lsb_231.jpg,lsb,[SW] Let the past die. Kill it if you have to.
Images/new_img827.jpg,stego_final/lsb_232.jpg,lsb,[LOTR] That’s what I meant: perilous.
Images/new_img4975.jpg,stego_final/lsb_233.jpg,lsb,[AV] There was an idea...
Images/new_img6595.jpg,stego_final/lsb_234.jpg,lsb,[SR] That’s where I want to live the rest of my life.
Images/new_img478.jpg,stego_final/lsb_235.jpg,lsb,[SW] I find your lack of faith disturbing.
Images/newimg756.jpg,stego_final/lsb_236.jpg,lsb,[LOTR] Even darkness must pass.
Images/new_img3530.jpg,stego_final/lsb_237.jpg,lsb,"[SR] Lord, it’s a miracle!"
Images/new_img450.jpg,stego_final/lsb_238.jpg,lsb,[SW] Hello there.
Images/new_img6272.jpg,stego_final/lsb_239.jpg,lsb,"[SW] Chewie, we’re home."
Images/newimg506.jpg,stego_final/lsb_240.jpg,lsb,[LOTR] A red sun rises. Blood has been spilled.
Images/new_img4107.jpg,stego_final/lsb_241.jpg,lsb,"[SW] Now, young Skywalker, you will die."
Images/newimg78.jpg,stego_final/lsb_242.jpg,lsb,[AV] Gotta move on. We gotta move on.
Images/new_img5781.jpg,stego_final/lsb_243.jpg,lsb,[LOTR] Fool of a Took!
Images/newimg274.jpg,stego_final/lsb_244.jpg,lsb,[SR] Fear can hold you prisoner.
Images/new_img1928.jpg,stego_final/lsb_245.jpg,lsb,"[SW] Always two there are, no more, no less."
Images/newimg1183.jpg,stego_final/lsb_246.jpg,lsb,[SW] The Force will be with you. Always.
Images/new_img6840.jpg,stego_final/lsb_247.jpg,lsb,[SW] I placed vital info in this R2 unit.
Images/new_img5129.jpg,stego_final/lsb_248.jpg,lsb,[HP] Don’t let the muggles get you down.
Images/new_img5946.jpg,stego_final/lsb_249.jpg,lsb,[AV] I’m a huge fan of the way you lose control.
Images/new_img1860.jpg,stego_final/lsb_250.jpg,lsb,[AV] You’re out of time.
Images/img366.jpg,stego_final/lsb_251.jpg,lsb,[HP] Greatness inspires envy.
Images/newimg998.jpg,stego_final/lsb_252.jpg,lsb,[SR] That’s where I want to live the rest of my life.
Images/newimg922.jpg,stego_final/lsb_253.jpg,lsb,[SW] He’s no good to me dead.
Images/newimg43.jpg,stego_final/lsb_254.jpg,lsb,"[AV] That’s my secret, Cap: I’m always angry."
Images/img483.jpg,stego_final/lsb_255.jpg,lsb,[SR] Get busy living or get busy dying.
Images/new_img4052.jpg,stego_final/lsb_256.jpg,lsb,[SW] I thought they smelled bad on the outside!
Images/new_img2259.jpg,stego_final/lsb_257.jpg,lsb,"[SR] He didn't do it, and I believe him."
Images/newimg579.jpg,stego_final/lsb_258.jpg,lsb,[LOTR] I will not say do not weep.
Images/img118.jpg,stego_final/lsb_259.jpg,lsb,[AV] I choose to run toward my problems.
Images/new_img1908.jpg,stego_final/lsb_260.jpg,lsb,[HP] Dumbledore said people find it far easier to forgive others.
Images/img298.jpg,stego_final/lsb_261.jpg,lsb,[AV] This is my burden to bear.
Images/new_img4622.jpg,stego_final/lsb_262.jpg,lsb,[LOTR] You have my sword.
Images/new_img340.jpg,stego_final/lsb_263.jpg,lsb,"[AV] Dormammu, I’ve come to bargain."
Images/img377.jpg,stego_final/lsb_264.jpg,lsb,"[SW] Help me, Obi-Wan Kenobi. You're my only hope."
Images/newimg205.jpg,stego_final/lsb_265.jpg,lsb,[LOTR] You shall not pass!
Images/new_img2468.jpg,stego_final/lsb_266.jpg,lsb,[SW] I'm just a simple man making my way.
Images/newimg452.jpg,stego_final/lsb_267.jpg,lsb,"[LOTR] I’d cut off your head, Dwarf, if it stood but a little higher."
Images/new_img5826.jpg,stego_final/lsb_268.jpg,lsb,"[LOTR] The board is set, the pieces are moving."
Images/new_img6770.jpg,stego_final/lsb_269.jpg,lsb,"[SR] I killed her, Red."
Images/img230.jpg,stego_final/lsb_270.jpg,lsb,[HP] Fear of a name increases fear of the thing itself.
Images/new_img6200.jpg,stego_final/lsb_271.jpg,lsb,[AV] We are in the Endgame now.
Images/newimg1278.jpg,stego_final/lsb_272.jpg,lsb,[AV] I am burdened with glorious purpose.
Images/new_img2841.jpg,stego_final/lsb_273.jpg,lsb,[LOTR] A red sun rises. Blood has been spilled.
Images/new_img6337.jpg,stego_final/lsb_274.jpg,lsb,"[SR] In prison, a man will do almost anything to keep his mind occupied."
Images/newimg273.jpg,stego_final/lsb_275.jpg,lsb,[SR] Salvation lies within.
Images/new_img2882.jpg,stego_final/lsb_276.jpg,lsb,[AV] On your left.
